client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
33f8f9bdac0595c8d9b5aa3db75ecc08400348554948a6e2430dcb3094d2115d76a5dbf967d45a66aa2e7311dfd81b11c2ab2b6f406fe80afbd4a2afcf847591	common_voice_en_38281190.mp3	50f14b8a3e096d304325f5cf9096515c850ad45c646ead3f550bbfe633ab1ce0	The life of an enemy may be taken by the use of his name.		2	0			United States English|southern United States		en	
33f8f9bdac0595c8d9b5aa3db75ecc08400348554948a6e2430dcb3094d2115d76a5dbf967d45a66aa2e7311dfd81b11c2ab2b6f406fe80afbd4a2afcf847591	common_voice_en_38281193.mp3	5765e5e3dee0c7a701a239527c8ede4679cee7aab821cbe78f20f135b587963b	The Summer-tree is merely another form of the May-tree.		2	0			United States English|southern United States		en	
33f8f9bdac0595c8d9b5aa3db75ecc08400348554948a6e2430dcb3094d2115d76a5dbf967d45a66aa2e7311dfd81b11c2ab2b6f406fe80afbd4a2afcf847591	common_voice_en_38281192.mp3	4d6c1288820c9bd8711e62bcb361a454656ab175a8ab0102fbfb348ad18eb60e	Meteors are souls which have been flung in to the air.		4	0			United States English|southern United States		en	
b172a1d0b5c952a32ae99697012c0f20ac2716e722280a2fa24fd4cc16c6296cd0a1ff021d5ff493f6c5948953662bef4846ff5c6163c473333e71a25ced2d5a	common_voice_en_41881614.mp3	f54f4bd4798969bbe020e565ab614b80efb84dd9ad25cb31fc9c7891e2be78a4	A blessing was held in Saint Tropez the following month.		2	0			United States English|southern draw		en	
b172a1d0b5c952a32ae99697012c0f20ac2716e722280a2fa24fd4cc16c6296cd0a1ff021d5ff493f6c5948953662bef4846ff5c6163c473333e71a25ced2d5a	common_voice_en_41881633.mp3	f56597e50bc45dd421767260f6a8108d9e57dcbb89934359d9402d721ffb2f00	Gethsemani is the oldest monastery in the United States that is still operating.		4	2			United States English|southern draw		en	
b172a1d0b5c952a32ae99697012c0f20ac2716e722280a2fa24fd4cc16c6296cd0a1ff021d5ff493f6c5948953662bef4846ff5c6163c473333e71a25ced2d5a	common_voice_en_41881611.mp3	f54902d4eca1f81f433568a5377ad1f0e25b04e8f7f0c2d9420c970c26a4e3ce	Internally there were cloth seats or, on request, upholstery in Alcantara.		2	0			United States English|southern draw		en	
b172a1d0b5c952a32ae99697012c0f20ac2716e722280a2fa24fd4cc16c6296cd0a1ff021d5ff493f6c5948953662bef4846ff5c6163c473333e71a25ced2d5a	common_voice_en_41881624.mp3	f55329309e6c28ac35bd9e73412d437ac1f9f885f7ffb81b49f1c188644ddd2f	The severity of this condition can range from derealization to complete hallucinations and delusions.		2	0			United States English|southern draw		en	
c89e4a84ac23a6658120885ab0bf49c83b8ec4db8e30ee39de1034cf791958c27d88a73f08417326e6646e3038a7dd7821be57ce61e66759aeeb3dc2301494be	common_voice_en_30524966.mp3	209853bf70b8b4f4985d1aea6a461324c2c7bde2d51a1898122988e4927b654f	The outer four of the seven carriages are second class.		6	0			United States English|southern United States		en	
c89e4a84ac23a6658120885ab0bf49c83b8ec4db8e30ee39de1034cf791958c27d88a73f08417326e6646e3038a7dd7821be57ce61e66759aeeb3dc2301494be	common_voice_en_30524968.mp3	204e0b045f990f4b39eaa94c2acdb255d8b025c0523d8ed92b9204db5be7cea4	Lembke was one of the first physicians to speak openly about the opioid epidemic.		6	0			United States English|southern United States		en	
c89e4a84ac23a6658120885ab0bf49c83b8ec4db8e30ee39de1034cf791958c27d88a73f08417326e6646e3038a7dd7821be57ce61e66759aeeb3dc2301494be	common_voice_en_30524967.mp3	20d61601ce16da185ab7c4f5b2b6af0fc8318d88af48fcece1ae2a376ba185ae	She attended the opening of the Ghana Consulate in Toronto.		6	0			United States English|southern United States		en	
c89e4a84ac23a6658120885ab0bf49c83b8ec4db8e30ee39de1034cf791958c27d88a73f08417326e6646e3038a7dd7821be57ce61e66759aeeb3dc2301494be	common_voice_en_30524965.mp3	20885720c30bd64544700d681cd649fbd39cec5a77824cfff8249a144ee4570b	The Catholic Church was completely destroyed and the Cathedral was demolished.		6	0			United States English|southern United States		en	
d6b72afa6166bb1ab64c02c417fe6e953c3682d23ff059936f24f775dc69287e8c76a831ceceb2f829f2f2f1a50acab988565b59de7124893a8b10041df6c799	common_voice_en_30770666.mp3	39d3dff95c84c0d52721129559628806d3d3f985fca3e4abee7c7ddca7353aec	Park is married with one child.		8	0	twenties	female_feminine	United States English|Southern Appalachian English|Southern United States English		en	
d6b72afa6166bb1ab64c02c417fe6e953c3682d23ff059936f24f775dc69287e8c76a831ceceb2f829f2f2f1a50acab988565b59de7124893a8b10041df6c799	common_voice_en_30770663.mp3	39444eb0d9275b4bb1539bc48b8f4716b9fb0b63a5dc14d4116335ca043dc2ea	Nickerson also personally delivered the document to three members of the Alabama congressional delegation.		8	0	twenties	female_feminine	United States English|Southern Appalachian English|Southern United States English		en	
d6b72afa6166bb1ab64c02c417fe6e953c3682d23ff059936f24f775dc69287e8c76a831ceceb2f829f2f2f1a50acab988565b59de7124893a8b10041df6c799	common_voice_en_30770664.mp3	392797e90f540fad594302422e72ea912e191694cdb7cb5a744c7a206853606e	Educated at the Imperial Konstantinovsky land surveying institute.		8	0	twenties	female_feminine	United States English|Southern Appalachian English|Southern United States English		en	
d6b72afa6166bb1ab64c02c417fe6e953c3682d23ff059936f24f775dc69287e8c76a831ceceb2f829f2f2f1a50acab988565b59de7124893a8b10041df6c799	common_voice_en_30770667.mp3	35cd01573a309edf2f58cf58690cdcdd434e783d40903988ca29d69949b503c8	Perrine was the first faculty to teach the subject of electrical engineering at Stanford.		8	4	twenties	female_feminine	United States English|Southern Appalachian English|Southern United States English		en	
f3a00e6a83f9550125ae15dd6469dd74c2cebb65c4b7920359ca3c4878b4ecd0673314bd43ced39482a95ad4077f29003d58df10e4344be3f844e6dd343b0200	common_voice_en_32520635.mp3	848a2bcb4a1f3082cc235e4153489454b553b5b6bf8e282fd38b56c4aea7a52e	The temple is believed to be established by Jung Bahadur Rana.		6	0			United States English|southern, formal, sultry		en	
f3a00e6a83f9550125ae15dd6469dd74c2cebb65c4b7920359ca3c4878b4ecd0673314bd43ced39482a95ad4077f29003d58df10e4344be3f844e6dd343b0200	common_voice_en_32520637.mp3	84dfe272062127c8ab4480e23ee8c1a4540f63feb1b2d8cbd84076a57f4f4088	This is one of the earliest known military undertakings in the Cayman Islands.		6	0			United States English|southern, formal, sultry		en	
f3a00e6a83f9550125ae15dd6469dd74c2cebb65c4b7920359ca3c4878b4ecd0673314bd43ced39482a95ad4077f29003d58df10e4344be3f844e6dd343b0200	common_voice_en_32520634.mp3	84e321c63ef4de779cfd18bf135d84400251b645d4097dcad2005f4a740d5438	William Robson.		6	0			United States English|southern, formal, sultry		en	
f3a00e6a83f9550125ae15dd6469dd74c2cebb65c4b7920359ca3c4878b4ecd0673314bd43ced39482a95ad4077f29003d58df10e4344be3f844e6dd343b0200	common_voice_en_32520633.mp3	84b527cde61c1808ca3b27306e37b403d095da9bd22a03937b2badbdf5c01b3f	He is fluent in both Latvian and French.		6	0			United States English|southern, formal, sultry		en	
08190396a5c298331813531d1a832b56d8ffe44aaedcb74d1e99a06de8d2c136224a6c64eb69e59d89c8d2d32c7c0b33508a6eca88ffadfea7238a3caffbd925	common_voice_en_41881657.mp3	f5268c73edc9989a831f0a5601913f4fc7a60b196148cfb50ec149f425aa83be	"He received an obituary in ""Gibbons Stamp Monthly""."		4	0	fourties	female_feminine	United States English|southern draw		en	
08190396a5c298331813531d1a832b56d8ffe44aaedcb74d1e99a06de8d2c136224a6c64eb69e59d89c8d2d32c7c0b33508a6eca88ffadfea7238a3caffbd925	common_voice_en_41881640.mp3	f55dfdb2f95a05c935666866c150261c90714269e892e34a81d628cf4bdac09c	They had a son who died while an infant.		2	0			United States English|southern draw		en	
08190396a5c298331813531d1a832b56d8ffe44aaedcb74d1e99a06de8d2c136224a6c64eb69e59d89c8d2d32c7c0b33508a6eca88ffadfea7238a3caffbd925	common_voice_en_41881683.mp3	f52cabacd4d626440c4f3eed146c5d50407f1672230882fdb093d681746b1f08	Not long after his return to Spain, Vespucci became a Spanish citizen.		2	0	fourties	female_feminine	United States English|southern draw		en	
08190396a5c298331813531d1a832b56d8ffe44aaedcb74d1e99a06de8d2c136224a6c64eb69e59d89c8d2d32c7c0b33508a6eca88ffadfea7238a3caffbd925	common_voice_en_41881685.mp3	f4f3a5714cc36a9abbabf78a33feb4a9c368005f1f4bf555bd2047c39d089062	Bennett was educated at Lawnswood High School, Leeds, and Hertford College, Oxford.		2	0	fourties	female_feminine	United States English|southern draw		en	
08190396a5c298331813531d1a832b56d8ffe44aaedcb74d1e99a06de8d2c136224a6c64eb69e59d89c8d2d32c7c0b33508a6eca88ffadfea7238a3caffbd925	common_voice_en_41881665.mp3	f5396edfe58cfd3e8226e202114cb4e747a36c4bfd8b62f7477e05babc9bad9e	He was a public figure, a popular young man, and a senior lawyer.		2	0	fourties	female_feminine	United States English|southern draw		en	
3449e15f4697df8d8075b7a1e36a193147d3d889812218b664bbad8ebebbc1f6b92b2662c1ce879b32d4a553bc1b98fb5a7a3eb2bb2830308698723b7aff202e	common_voice_en_32651261.mp3	8d78b9a51a68a39364b675a2013f667f7e503137268310cf6bbf78b316ec69f5	"Debris and personal items were recovered by Brazilian Navy polar research ship ""Almirante Maximiano""."		6	0			United States English|i have some pronunciation issues because of oral surgery and a hidden southern accent		en	
3449e15f4697df8d8075b7a1e36a193147d3d889812218b664bbad8ebebbc1f6b92b2662c1ce879b32d4a553bc1b98fb5a7a3eb2bb2830308698723b7aff202e	common_voice_en_32651251.mp3	8d8ae7e4e3d1a9d61a995e852073e59e4b29afaaf176a595aaa3e658548d6251	He also owned his own photography studio.		6	0			United States English|i have some pronunciation issues because of oral surgery and a hidden southern accent		en	
3449e15f4697df8d8075b7a1e36a193147d3d889812218b664bbad8ebebbc1f6b92b2662c1ce879b32d4a553bc1b98fb5a7a3eb2bb2830308698723b7aff202e	common_voice_en_32651262.mp3	8d410c338426f35bd9d695656821f68cfe1d418ee85f3354ab4818f48d2680bb	It is believed to have survived into the Heian period.		6	0			United States English|i have some pronunciation issues because of oral surgery and a hidden southern accent		en	
3449e15f4697df8d8075b7a1e36a193147d3d889812218b664bbad8ebebbc1f6b92b2662c1ce879b32d4a553bc1b98fb5a7a3eb2bb2830308698723b7aff202e	common_voice_en_32651334.mp3	8d53c78880495d55c8cb10e878b75503f40e00f66902d9c2362468fd3e70ebe3	Her grave is at Woodlawn Cemetery in the Bronx.		6	0	fourties		United States English|i have some pronunciation issues because of oral surgery and a hidden southern accent		en	
3449e15f4697df8d8075b7a1e36a193147d3d889812218b664bbad8ebebbc1f6b92b2662c1ce879b32d4a553bc1b98fb5a7a3eb2bb2830308698723b7aff202e	common_voice_en_32651328.mp3	8c986087f65505c89354c536c4069c66654b0ffd683d704e32e4546db57a3709	All controls are manual.		9	0	fourties		United States English|i have some pronunciation issues because of oral surgery and a hidden southern accent		en	
4f874e455a3883f2a9a9e1f2d0169f8a8c6ac7d48d517cd20fc7019fd4c1f1682cd29f035a8a49da46f2d77d3650c92c7c6a8fe562fa7e783aa762f308ccc949	common_voice_en_36851465.mp3	cbe55131f6c788976c53d3bf725bad9bb298675a3cdcfc532a583fe80a91954d	As the time period began to pass, many became disenchanted with Wodziwob's prophecies.		3	0			United States English|East Texas|Texan		en	
4f874e455a3883f2a9a9e1f2d0169f8a8c6ac7d48d517cd20fc7019fd4c1f1682cd29f035a8a49da46f2d77d3650c92c7c6a8fe562fa7e783aa762f308ccc949	common_voice_en_36851463.mp3	cbfd1b2fb132009f55304c441401cab9a3a2ee351025a233f7ab56b94414824e	Allen Dulles and Vice President Richard M. Nixon defended him, and the matter dropped.		6	0			United States English|East Texas|Texan		en	
4f874e455a3883f2a9a9e1f2d0169f8a8c6ac7d48d517cd20fc7019fd4c1f1682cd29f035a8a49da46f2d77d3650c92c7c6a8fe562fa7e783aa762f308ccc949	common_voice_en_36851462.mp3	48af1123d516f7e5916d078ec54dc8f413407c204acf66eb30eaf559486c317f	When she comes back, the crops are as high as the walls.		6	3			United States English|East Texas|Texan		en	
4f874e455a3883f2a9a9e1f2d0169f8a8c6ac7d48d517cd20fc7019fd4c1f1682cd29f035a8a49da46f2d77d3650c92c7c6a8fe562fa7e783aa762f308ccc949	common_voice_en_36851461.mp3	cbdec6df11cdf3a133075800f7af1f86c65316cbeef04a99e929415b9c7007c9	He often includes gay, bisexual, and Jewish characters in his work.		6	0			United States English|East Texas|Texan		en	
4f874e455a3883f2a9a9e1f2d0169f8a8c6ac7d48d517cd20fc7019fd4c1f1682cd29f035a8a49da46f2d77d3650c92c7c6a8fe562fa7e783aa762f308ccc949	common_voice_en_36851464.mp3	8703ca9fa673af39b7df18b79a11ca9e0c40994736017eace46af5e2d1abfc92	A custom of the same sort is observed in Burma.		3	0			United States English|East Texas|Texan		en	
f946b80de4f5781375def733abf0af634dcc71638c5c993643583a438580faa7c6f560f47b7a4e36f21ae5f8e548b24a3f7100df328b98f3d45324074eca832b	common_voice_en_41958340.mp3	f61ad3f6782bb435ddb45fe2739c1aebd3981db6c5d6ddddb144084c636e5953	The girl had sprung back from the window.		4	0	twenties		United States English|Southern United States English|Lightly Southern		en	
f946b80de4f5781375def733abf0af634dcc71638c5c993643583a438580faa7c6f560f47b7a4e36f21ae5f8e548b24a3f7100df328b98f3d45324074eca832b	common_voice_en_41958335.mp3	f6207a4418997a31ef42ceef3dad4841bbdf0ac4c91d58c0eec79d6bcfd653c2	O'Connell also started against Italy in Ireland's final pool game.		4	0	twenties		United States English|Southern United States English|Lightly Southern		en	
f946b80de4f5781375def733abf0af634dcc71638c5c993643583a438580faa7c6f560f47b7a4e36f21ae5f8e548b24a3f7100df328b98f3d45324074eca832b	common_voice_en_41958323.mp3	f61afcfac19cb15cfee61d8bc7af7b4ebf4a66593e51f72ca13b9d8152442408	The agreement led directly to the foundation of Boston, Massachusetts.		4	0	twenties		United States English|Southern United States English|Lightly Southern		en	
f946b80de4f5781375def733abf0af634dcc71638c5c993643583a438580faa7c6f560f47b7a4e36f21ae5f8e548b24a3f7100df328b98f3d45324074eca832b	common_voice_en_41958330.mp3	f61518b53083e905fcdecf0c5c75ccb85ca57b080df086a5856bda7810370b89	The area of present-day Murata was part of ancient Mutsu Province.		8	0	twenties		United States English|Southern United States English|Lightly Southern		en	
f946b80de4f5781375def733abf0af634dcc71638c5c993643583a438580faa7c6f560f47b7a4e36f21ae5f8e548b24a3f7100df328b98f3d45324074eca832b	common_voice_en_41958320.mp3	f61edc68c314ced7d14bda1721af942f2a8739a092e3737ef97a282a51ccabc9	Her grave is located at the Hietzing Cemetery.		4	0	twenties		United States English|Southern United States English|Lightly Southern		en	
f946b80de4f5781375def733abf0af634dcc71638c5c993643583a438580faa7c6f560f47b7a4e36f21ae5f8e548b24a3f7100df328b98f3d45324074eca832b	common_voice_en_41958333.mp3	0829b2f421ecac490253ff04e0791c85d7fce953a0a39c306ce2381d3f02e1cc	Future exploration will have to involve the smaller basins as well as		8	0	twenties		United States English|Southern United States English|Lightly Southern		en	
f946b80de4f5781375def733abf0af634dcc71638c5c993643583a438580faa7c6f560f47b7a4e36f21ae5f8e548b24a3f7100df328b98f3d45324074eca832b	common_voice_en_41958343.mp3	f5fdabba516318d6d583c011346c318cd0f5b11aac6e105725cda1d5bee5f4c5	Cholera vaccines that are given by mouth provide reasonable protection for about six months.		4	0	twenties		United States English|Southern United States English|Lightly Southern		en	
68a72aebc5e67088ad3848b429897ba4aee428f9ebb636b9cac864dd511f07a219970b55c24cfe04ea51144fe6e5aea9062175b380c23b08af768c338a055455	common_voice_en_43198530.mp3	facb8baa5979ba0283a62408c3a5d60e7942475ba3afb9916a11cac2661973cd	Synthetic fungicides are the primary disease control option for protection against Asian soybean rust.		2	0			United States English|United States Southeastern English (Charlotte NC)		en	
68a72aebc5e67088ad3848b429897ba4aee428f9ebb636b9cac864dd511f07a219970b55c24cfe04ea51144fe6e5aea9062175b380c23b08af768c338a055455	common_voice_en_43198647.mp3	fac3d4be25ab5d785571928222cf0a8e4e7c48622d8d4dbd7148561226f3a2fd	However, during development the film was cancelled.		2	0			United States English|United States Southeastern English (Charlotte NC)		en	
68a72aebc5e67088ad3848b429897ba4aee428f9ebb636b9cac864dd511f07a219970b55c24cfe04ea51144fe6e5aea9062175b380c23b08af768c338a055455	common_voice_en_43198689.mp3	fada78a11c563e22f2f0d93fecc1ae95bd6889ff328e24834896c7169769b05e	He went on to start in four games for Cleveland in his rookie season.		2	0			United States English|United States Southeastern English (Charlotte NC)		en	
68a72aebc5e67088ad3848b429897ba4aee428f9ebb636b9cac864dd511f07a219970b55c24cfe04ea51144fe6e5aea9062175b380c23b08af768c338a055455	common_voice_en_43198637.mp3	facd4d9bbaac76a4c5452865a15795c3fc2443b79feb10d6367578f826ff81ab	Used cooking oil is donated to Revo International to produce biodiesel fuel.		2	0			United States English|United States Southeastern English (Charlotte NC)		en	
68a72aebc5e67088ad3848b429897ba4aee428f9ebb636b9cac864dd511f07a219970b55c24cfe04ea51144fe6e5aea9062175b380c23b08af768c338a055455	common_voice_en_43198777.mp3	faad44ce89afaf79b4cd1a30287558e926dfaf6ab7b20e40fa0951ecd7848936	The death penalty for federal crimes was reinstated in July.		2	0			United States English|United States Southeastern English (Charlotte NC)		en	
68a72aebc5e67088ad3848b429897ba4aee428f9ebb636b9cac864dd511f07a219970b55c24cfe04ea51144fe6e5aea9062175b380c23b08af768c338a055455	common_voice_en_43198570.mp3	fac6aecfa983e1d8014e355fc10bbdabc07d3b5d093de61dd336ededc276f1b3	The series was renewed for a second season but fared much worse.		2	0			United States English|United States Southeastern English (Charlotte NC)		en	
68a72aebc5e67088ad3848b429897ba4aee428f9ebb636b9cac864dd511f07a219970b55c24cfe04ea51144fe6e5aea9062175b380c23b08af768c338a055455	common_voice_en_43198676.mp3	facbf477ed0a65f2956c1abcb570f957cdb9912cbd4bed8c7fd9ada65bd22e1a	It is also a border crossing between Moldova and Romania.		2	0			United States English|United States Southeastern English (Charlotte NC)		en	
